"Participant","Sex","Condition","Item","Real","Attractive","Beauty"
"S057","Male","Photograph","NF-1009",1,0.833333333333333,0.833333333333333
"S057","Male","Photograph","NF-1012",0.166666666666667,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1067",0.166666666666667,0.5,0.5
"S057","Male","Photograph","NF-1062",0.5,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1099",0.333333333333333,0.5,0.5
"S057","Male","AI-Generated","NF-1039",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1073",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1072",0.5,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1059",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1043",0,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1089",0.833333333333333,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1024",0.333333333333333,0.333333333333333,0.333333333333333
"S057","Male","Photograph","NF-1045",0.5,0.333333333333333,0.333333333333333
"S057","Male","AI-Generated","NF-1085",0.666666666666667,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1068",0.5,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1066",0.666666666666667,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1094",0.833333333333333,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1080",0.166666666666667,0.5,0.5
"S057","Male","Photograph","NF-1076",0.833333333333333,0.833333333333333,0.833333333333333
"S057","Male","Photograph","NF-1088",0.5,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1083",0.833333333333333,0.5,0.5
"S057","Male","AI-Generated","NF-1054",0.5,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1103",0.166666666666667,0.5,0.5
"S057","Male","AI-Generated","NF-1053",0.666666666666667,0.333333333333333,0.333333333333333
"S057","Male","Photograph","NF-1034",0.166666666666667,0.333333333333333,0.333333333333333
"S057","Male","Photograph","NF-1021",0.333333333333333,0.833333333333333,0.833333333333333
"S057","Male","Photograph","NF-1002",0.833333333333333,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1017",0.666666666666667,0.5,0.5
"S057","Male","Photograph","NF-1016",0.333333333333333,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1026",0.5,0.5,0.5
"S057","Male","AI-Generated","NF-1060",0.666666666666667,0.166666666666667,0.166666666666667
"S057","Male","Photograph","NF-1014",0.666666666666667,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1037",0.666666666666667,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1008",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1041",0.333333333333333,0.5,0.5
"S057","Male","Photograph","NF-1015",0.166666666666667,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1036",0.5,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1095",0.5,0.5,0.5
"S057","Male","AI-Generated","NF-1044",0.5,0.5,0.5
"S057","Male","Photograph","NF-1030",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1087",0.333333333333333,0,0
"S057","Male","Photograph","NF-1056",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1020",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1049",0,0.5,0.5
"S057","Male","AI-Generated","NF-1075",0.833333333333333,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1018",1,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1065",0.833333333333333,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1040",1,0.5,0.5
"S057","Male","Photograph","NF-1081",0,0.5,0.5
"S057","Male","AI-Generated","NF-1025",0.666666666666667,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1108",0,0.333333333333333,0.333333333333333
"S057","Male","AI-Generated","NF-1063",0.166666666666667,0.833333333333333,0.833333333333333
"S057","Male","Photograph","NF-1042",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1028",0.5,0.5,0.5
"S057","Male","Photograph","NF-1013",0.166666666666667,0.5,0.5
"S057","Male","AI-Generated","NF-1071",0.166666666666667,0.333333333333333,0.333333333333333
"S057","Male","AI-Generated","NF-1022",0.5,0.5,0.5
"S057","Male","AI-Generated","NF-1079",1,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1096",0.833333333333333,0.833333333333333,0.833333333333333
"S057","Male","AI-Generated","NF-1006",0.833333333333333,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1023",0.5,0.5,0.5
"S057","Male","AI-Generated","NF-1110",0,0.166666666666667,0.166666666666667
"S057","Male","Photograph","NF-1048",0.166666666666667,0.5,0.5
"S057","Male","AI-Generated","NF-1106",0.333333333333333,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1051",0.666666666666667,0.5,0.5
"S057","Male","AI-Generated","NF-1032",0.5,0.666666666666667,0.666666666666667
"S057","Male","Photograph","NF-1101",0.833333333333333,0.666666666666667,0.666666666666667
"S057","Male","AI-Generated","NF-1093",0.333333333333333,0.5,0.5
"S057","Male","Photograph","NF-1086",1,0.833333333333333,0.833333333333333
"S057","Male","Photograph","NF-1107",0.5,0.5,0.5
"S057","Male","Photograph","NF-1031",0.5,0.5,0.5
"S057","Male","Photograph","NF-1061",0.5,0.5,0.666666666666667
"S057","Male","AI-Generated","NF-1084",0.166666666666667,0.666666666666667,0.666666666666667
"S110","Female","Photograph","NF-1039",0,0,0.333333333333333
"S110","Female","Photograph","NM-1091",0.333333333333333,0.166666666666667,0.166666666666667
"S110","Female","AI-Generated","NF-1012",0,0.166666666666667,0.166666666666667
"S110","Female","AI-Generated","NF-1047",0.166666666666667,0.166666666666667,0.166666666666667
"S110","Female","Photograph","NF-1034",0.666666666666667,0.166666666666667,0.166666666666667
"S110","Female","AI-Generated","NF-1107",0.666666666666667,0.166666666666667,0.166666666666667
"S110","Female","AI-Generated","NF-1106",0.333333333333333,0.333333333333333,0.666666666666667
"S110","Female","AI-Generated","NF-1006",0.333333333333333,0.166666666666667,0.166666666666667
"S110","Female","AI-Generated","NF-1049",0.5,0.166666666666667,0.5
"S110","Female","Photograph","NF-1100",0.166666666666667,0.166666666666667,0.5
"S110","Female","AI-Generated","NF-1056",0.833333333333333,0.166666666666667,0.5
"S110","Female","Photograph","NF-1021",0.333333333333333,0,0.166666666666667
"S110","Female","Photograph","NF-1098",0.833333333333333,0,0.333333333333333
"S110","Female","Photograph","NM-1038",0.166666666666667,0,0
"S110","Female","Photograph","NF-1067",0.166666666666667,0,0.333333333333333
"S110","Female","Photograph","NM-1055",0.833333333333333,0,0
"S110","Female","AI-Generated","NM-1090",0.833333333333333,0,0
"S110","Female","Photograph","NF-1022",0.333333333333333,0,0.5
"S110","Female","AI-Generated","NF-1097",0.166666666666667,0.333333333333333,0.666666666666667
"S110","Female","Photograph","NF-1002",0.666666666666667,0,0.333333333333333
"S110","Female","AI-Generated","NM-1029",0,0,0
"S110","Female","Photograph","NF-1088",0.666666666666667,0.166666666666667,0.5
"S110","Female","Photograph","NM-1104",0.166666666666667,0,0
"S110","Female","Photograph","NF-1001",0,0,0.166666666666667
"S110","Female","Photograph","NF-1071",0,0,0
"S110","Female","Photograph","NF-1017",0.833333333333333,0.166666666666667,0.333333333333333
"S110","Female","AI-Generated","NF-1005",0.166666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1108",0.166666666666667,0.333333333333333,0.666666666666667
"S110","Female","Photograph","NF-1081",0.166666666666667,0,0.333333333333333
"S110","Female","AI-Generated","NF-1044",0.333333333333333,0,0.5
"S110","Female","AI-Generated","NF-1082",0.333333333333333,0,0.333333333333333
"S110","Female","AI-Generated","NF-1059",0.333333333333333,0,0.166666666666667
"S110","Female","Photograph","NF-1042",0.833333333333333,0.166666666666667,0.666666666666667
"S110","Female","AI-Generated","NF-1013",0.166666666666667,0.333333333333333,0.5
"S110","Female","Photograph","NF-1077",0.833333333333333,0,0.333333333333333
"S110","Female","Photograph","NF-1045",0.833333333333333,0.166666666666667,0.666666666666667
"S110","Female","Photograph","NF-1087",0.333333333333333,0,0
"S110","Female","AI-Generated","NM-1092",0.166666666666667,0,0
"S110","Female","Photograph","NM-1074",0.333333333333333,0,0
"S110","Female","AI-Generated","NF-1079",0.5,0.333333333333333,0.5
"S110","Female","Photograph","NF-1024",0.666666666666667,0,0.333333333333333
"S110","Female","AI-Generated","NF-1008",0.333333333333333,0.166666666666667,0.5
"S110","Female","Photograph","NF-1015",0.333333333333333,0,0.333333333333333
"S110","Female","Photograph","NF-1089",0.166666666666667,0,0.166666666666667
"S110","Female","Photograph","NM-1007",0.333333333333333,0,0
"S110","Female","AI-Generated","NM-1010",0.333333333333333,0,0
"S110","Female","AI-Generated","NF-1020",0.666666666666667,0.166666666666667,0.666666666666667
"S110","Female","Photograph","NF-1028",0.166666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1080",0.166666666666667,0.166666666666667,0.666666666666667
"S110","Female","Photograph","NF-1054",0.833333333333333,0,0.166666666666667
"S110","Female","Photograph","NF-1063",0.333333333333333,0.5,0.833333333333333
"S110","Female","Photograph","NF-1025",0.166666666666667,0,0.166666666666667
"S110","Female","Photograph","NF-1066",0.333333333333333,0,0.333333333333333
"S110","Female","Photograph","NF-1009",0.5,0,0.5
"S110","Female","Photograph","NF-1068",0.166666666666667,0,0.333333333333333
"S110","Female","AI-Generated","NF-1036",0.666666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1003",0.333333333333333,0,0.333333333333333
"S110","Female","Photograph","NF-1014",0.666666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1023",0.166666666666667,0,0.166666666666667
"S110","Female","Photograph","NF-1057",0.166666666666667,0,0.166666666666667
"S110","Female","Photograph","NM-1027",0,0,0
"S110","Female","AI-Generated","NF-1053",0.833333333333333,0,0
"S110","Female","AI-Generated","NM-1064",0.833333333333333,0.166666666666667,0.5
"S110","Female","Photograph","NF-1016",0.833333333333333,0,0.166666666666667
"S110","Female","Photograph","NF-1105",0.166666666666667,0,0.5
"S110","Female","AI-Generated","NF-1050",0.166666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1062",0.666666666666667,0,0.166666666666667
"S110","Female","Photograph","NF-1026",0.166666666666667,0,0
"S110","Female","AI-Generated","NF-1073",0.833333333333333,0,0.166666666666667
"S110","Female","AI-Generated","NF-1086",0.666666666666667,0,0.333333333333333
"S110","Female","AI-Generated","NF-1069",0.666666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1094",0.333333333333333,0,0.333333333333333
"S110","Female","AI-Generated","NF-1032",0.166666666666667,0,0.333333333333333
"S110","Female","AI-Generated","NF-1046",0.166666666666667,0,0.333333333333333
"S110","Female","AI-Generated","NF-1048",0.166666666666667,0,0
"S110","Female","AI-Generated","NF-1101",0.833333333333333,0,0.5
"S110","Female","Photograph","NF-1051",0.166666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1096",0.166666666666667,0,0.166666666666667
"S110","Female","AI-Generated","NF-1093",0.833333333333333,0,0
"S110","Female","AI-Generated","NM-1102",0.166666666666667,0,0
"S110","Female","AI-Generated","NF-1018",0.833333333333333,0,0.166666666666667
"S110","Female","AI-Generated","NF-1060",0.833333333333333,0,0.166666666666667
"S110","Female","AI-Generated","NF-1103",0.666666666666667,0,0.166666666666667
"S110","Female","Photograph","NF-1083",0.166666666666667,0,0
"S110","Female","Photograph","NF-1085",0.666666666666667,0,0
"S110","Female","Photograph","NF-1095",0.333333333333333,0,0
"S110","Female","AI-Generated","NM-1033",0.833333333333333,0,0
"S110","Female","AI-Generated","NF-1041",0.833333333333333,0.166666666666667,0.333333333333333
"S110","Female","Photograph","NF-1084",0.833333333333333,0,0.166666666666667
"S110","Female","Photograph","NF-1030",0,0.333333333333333,0.5
"S110","Female","Photograph","NF-1037",0.833333333333333,0.333333333333333,0.333333333333333
"S110","Female","AI-Generated","NF-1110",0.333333333333333,0,0.333333333333333
"S110","Female","Photograph","NF-1031",0.333333333333333,0,0.166666666666667
"S110","Female","AI-Generated","NM-1058",0.833333333333333,0,0
"S110","Female","AI-Generated","NF-1065",0.833333333333333,0,0.333333333333333
"S110","Female","Photograph","NF-1072",0.833333333333333,0,0.333333333333333
"S110","Female","AI-Generated","NM-1019",0.833333333333333,0,0
"S110","Female","Photograph","NF-1043",0.666666666666667,0.166666666666667,0.333333333333333
"S110","Female","AI-Generated","NF-1076",0.833333333333333,0.333333333333333,0.666666666666667
"S110","Female","Photograph","NM-1011",0.666666666666667,0,0
"S110","Female","AI-Generated","NF-1075",0.333333333333333,0,0.166666666666667
"S110","Female","Photograph","NF-1109",0.666666666666667,0,0.166666666666667
"S110","Female","Photograph","NM-1035",0.333333333333333,0,0.166666666666667
"S110","Female","Photograph","NF-1040",0.333333333333333,0,0.166666666666667
"S110","Female","AI-Generated","NM-1070",0.833333333333333,0,0
"S110","Female","AI-Generated","NF-1061",0.333333333333333,0,0.333333333333333
"S110","Female","Photograph","NM-1052",0.166666666666667,0,0
"S110","Female","Photograph","NF-1004",0.833333333333333,0,0.333333333333333
"S110","Female","AI-Generated","NF-1099",0.666666666666667,0,0.333333333333333
"S006","Male","Photograph","NF-1006",0.833333333333333,0.5,0.333333333333333
"S006","Male","Photograph","NF-1026",0.833333333333333,0.333333333333333,0.333333333333333
"S006","Male","Photograph","NF-1013",0.833333333333333,0.5,0.5
"S006","Male","Photograph","NF-1075",0.666666666666667,0.666666666666667,0.666666666666667
"S006","Male","Photograph","NF-1096",0.5,0.833333333333333,0.833333333333333
"S006","Male","Photograph","NF-1094",1,0.833333333333333,0.833333333333333
"S006","Male","Photograph","NF-1037",1,0.666666666666667,0.666666666666667
"S006","Male","AI-Generated","NF-1081",0.5,0.5,0.333333333333333
"S006","Male","AI-Generated","NF-1054",0.666666666666667,0.666666666666667,0.666666666666667
"S006","Male","AI-Generated","NF-1060",1,0.833333333333333,0.666666666666667
"S006","Male","Photograph","NF-1001",0.833333333333333,0.333333333333333,0.333333333333333
"S006","Male","Photograph","NF-1024",1,0.333333333333333,0.333333333333333
"S006","Male","Photograph","NF-1044",0.5,0.333333333333333,0.5
"S006","Male","Photograph","NF-1077",0.833333333333333,0.333333333333333,0.5
"S006","Male","Photograph","NF-1021",0.833333333333333,0.5,0.666666666666667
"S006","Male","AI-Generated","NF-1004",1,0.666666666666667,0.5
"S006","Male","Photograph","NF-1020",0.833333333333333,0.833333333333333,0.666666666666667
"S006","Male","Photograph","NF-1086",0.833333333333333,0.833333333333333,0.666666666666667
"S006","Male","AI-Generated","NF-1053",0.833333333333333,0.666666666666667,0.5
"S006","Male","AI-Generated","NF-1101",0.833333333333333,0.666666666666667,0.666666666666667
"S006","Male","Photograph","NF-1059",0.666666666666667,0.333333333333333,0.5
"S006","Male","AI-Generated","NF-1083",0.833333333333333,0.5,0.333333333333333
"S006","Male","Photograph","NF-1072",1,0.833333333333333,0.833333333333333
"S006","Male","Photograph","NF-1097",1,0.833333333333333,0.833333333333333
"S006","Male","Photograph","NF-1005",0.833333333333333,0.666666666666667,0.666666666666667
"S006","Male","AI-Generated","NF-1032",1,0.833333333333333,0.666666666666667
"S006","Male","Photograph","NF-1076",0.5,0.666666666666667,0.666666666666667
"S006","Male","Photograph","NF-1067",1,0.5,0.666666666666667
"S006","Male","Photograph","NF-1031",0.5,0.166666666666667,0.166666666666667
"S006","Male","Photograph","NF-1085",1,0.833333333333333,0.666666666666667
"S006","Male","Photograph","NF-1109",0.666666666666667,0.333333333333333,0.333333333333333
"S006","Male","AI-Generated","NF-1098",1,0.5,0.5
"S006","Male","Photograph","NF-1080",0.666666666666667,0.5,0.666666666666667
"S006","Male","Photograph","NF-1095",0.666666666666667,0.5,0.5
"S006","Male","Photograph","NF-1079",0.833333333333333,0.333333333333333,0.333333333333333
"S006","Male","Photograph","NF-1093",1,0.666666666666667,0.666666666666667
"S006","Male","AI-Generated","NF-1103",1,0.833333333333333,0.666666666666667
